,title,y,upload_date,view_count,query
842,Barack Obama: Intro to Deep Learning | MIT 6.S191,0,2020-02-10,482,deep+learning
843,Introdução a Redes Neurais e Deep Learning,0,2020-02-10,14,deep+learning
844,MIT Introduction to Deep Learning | 6.S191,0,2020-02-08,713,deep+learning
845,11- Preprocessing audio data for Deep Learning,1,2020-02-06,15,deep+learning
846,"Efficient Computing for Deep Learning, Robotics, and AI (Vivienne Sze) | MIT Deep Learning Series",1,2020-01-23,37,deep+learning
847,Privacy Preserving AI (Andrew Trask) | MIT Deep Learning Series,0,2020-01-19,41,deep+learning
848,Research in Brief: Yann LeCun on the future of deep learning hardware,0,2020-01-16,3,deep+learning
849,Bias-Variance In Machine Learning | Bias Variance Trade Off | Machine Learning Training | Edureka,0,2020-01-15,11,deep+learning
850,"Daniel Kahneman: Thinking Fast and Slow, Deep Learning, and AI | Lex Fridman Podcast #65",0,2020-01-14,165,deep+learning
851,2020年、Deep Learningをはじめましょう！,0,2020-01-13,48,deep+learning
852,Machine Learning / Computer Vision-based Visual Quality Inspection,1,2020-01-13,5,deep+learning
853,Kart Racing Game with Machine Learning in Unity! (Tutorial),1,2020-01-11,184,deep+learning
854,Deep Learning State of the Art (2020) | MIT Deep Learning Series,0,2020-01-10,774,deep+learning
855,Mathematics for Machine Learning [Full Course] | Essential Math for Machine Learning | Edureka,0,2020-01-10,88,deep+learning
856,"Lecture 2: Machine Learning 1 - Linear Classifiers, SGD | Stanford CS221: AI (Autumn 2019)",0,2020-01-08,32,deep+learning
857,O que é Deep Learning? #HipstersPontoTube,0,2020-01-08,10,deep+learning
858,"Introduction to Artificial Intelligence, Machine Learning, Deep Learning in Telugu | Vamsi Bhavani",0,2020-01-08,21,deep+learning
859,EM Algorithm In Machine Learning | Expectation-Maximization | Machine Learning Tutorial | Edureka,0,2020-01-07,15,deep+learning
860,1- Deep Learning (for Audio) with Python: Course Overview,1,2020-01-06,25,deep+learning
861,36C3 -  Der Deep Learning Hype,0,2019-12-28,39,deep+learning
862,Overfitting in Machine Learning  | Python Tutorial |  Machine Learning Tutorial | Edureka,0,2019-12-23,12,deep+learning
863,Stock Price Prediction Using Python & Machine Learning,1,2019-12-21,402,deep+learning
864,How Machine Learning Drives the Deceptive World of Deepfakes,1,2019-12-15,242,deep+learning
865,Machine Learning Tutorial | Learn Machine Learning | Intellipaat,0,2019-12-13,217,deep+learning
866,Yoshua Bengio: From System 1 Deep Learning to System 2 Deep Learning (NeurIPS 2019),0,2019-12-12,24,deep+learning
867,Yoshua Bengio | From System 1 Deep Learning to System 2 Deep Learning | NeurIPS 2019,0,2019-12-11,29,deep+learning
868,Credit Card Fraud Detection | Project In Machine Learning | Intellipaat,1,2019-12-06,25,deep+learning
869,Machine Learning Jobs | Introduction to Machine Learning,0,2019-12-06,18,deep+learning
870,Unsupervised Learning | Clustering and Association Algorithms in Machine Learning | @edureka!,1,2019-12-05,28,deep+learning
871,Machine Learning Fundamentals: Sensitivity and Specificity,0,2019-12-02,65,deep+learning
872,"Noam Chomsky: Language, Cognition, and Deep Learning | Lex Fridman Podcast #53",0,2019-11-29,255,deep+learning
873,Best Laptop for Machine Learning and Deep Learning | Machine Learning Training | Edureka,0,2019-11-27,52,deep+learning
874,AI VS ML VS DL VS Data Science,0,2019-11-26,813,deep+learning
875,Machine Learning magic for your web application with TensorFlow.js (Chrome Dev Summit 2019),0,2019-11-25,47,deep+learning
876,Nick Neiman - Deep Learning (Original Mix) CIM035,0,2019-11-24,1,deep+learning
877,Python Machine Learning & AI Mega Course - Learn 4 Different Areas of ML & AI,0,2019-11-23,261,deep+learning
878,Learn biochemistry with me (Deep Learning Biology),0,2019-11-17,720,deep+learning
879,Top 10 Books for Machine Learning | Best Machine Learning Books for Beginners And Advanced | Edureka,0,2019-11-14,25,deep+learning
880,Nazirini’s story - using machine learning to tackle crop disease,0,2019-11-13,27,deep+learning
881,Azure Machine Learning Studio,0,2019-11-12,11,deep+learning
882,"Bjarne Stroustrup: Deep Learning, Software 2.0, and Fuzzy Programming",0,2019-11-09,32,deep+learning
883,Machine Learning: Tutorial prático usando apenas o navegador (é sensacional!!!),0,2019-11-08,101,deep+learning
884,TESLA T4 vs RTX 2070 | Deep learning benchmark 2019,0,2019-11-03,18,deep+learning
885,Introducing Deep Learning NVR DVA3219 | Synology,0,2019-11-01,15,deep+learning
886,What is Azure Machine Learning service and how data scientists use it,0,2019-10-28,17,deep+learning
887,This Guy Made a Machine Learning RuneScape PVP Bot,0,2019-10-26,655,deep+learning
888,Lộ trình học Machine Learning/Deep Learning từ đầu cho các bạn Lập Trình Viên,0,2019-10-23,14,deep+learning
889,Machine Learning on Arduino with TensorFlow Lite Micro,0,2019-10-18,32,deep+learning
890,Deep Learning Full Course 🔥 | Deep Learning Tutorial | Learn Deep Learning From Scratch| Simplilearn,0,2019-10-17,32,deep+learning
891,Interview With My Brother Who Sold His Startup For $60 Million | Machine Learning Engineer,0,2019-10-16,729,deep+learning
892,Deep Learning // Dicionário do Programador,0,2019-10-14,13,deep+learning
893,How Did I Learn Deep Learning in 2.5 months?,0,2019-10-09,15,deep+learning
894,Training Convnet - Deep Learning and Neural Networks with Python and Pytorch p.6,0,2019-10-07,44,deep+learning
895,"Jeremy Howard: Deep Learning Frameworks - TensorFlow, PyTorch, fast.ai | AI Podcast Clips",0,2019-10-06,57,deep+learning
896,How Machine Learning Drives the Deceptive World of Deepfakes,1,2019-12-15,242,deep+learning
897,Machine Learning Tutorial | Learn Machine Learning | Intellipaat,0,2019-12-13,217,deep+learning
